name,gender,birthday,actorID,id,occupation,death,nationality,net_worth,is_alive,age,height
hal linden,male,1931-03-20,12581,3383,"['actor', 'television_director', 'musician']",,us,2000000,True,93.0,1.83
justin chatwin,male,1982-10-31,12582,3384,['actor'],,ca,2000000,True,41.0,1.85
michael mcmillian,male,1978-10-21,12583,3387,['actor'],,us,1500000,True,45.0,
olivier martinez,male,1966-01-12,12584,3392,['actor'],,fr,30000000,True,58.0,1.78
zoey deutch,female,1994-11-10,12585,3393,['actor'],,us,4000000,True,29.0,1.63
rob riggle,male,1970-04-21,12586,3394,"['actor', 'comedian', 'screenwriter', 'television_producer', 'voice_actor', 'military_officer', 'television_director']",,us,10000000,True,53.0,1.91
eva green,female,1980-07-06,12587,3395,"['model', 'actor', 'composer']",,fr,8000000,True,43.0,1.68
steve coogan,male,1965-10-14,12588,3397,"['actor', 'television_producer', 'screenwriter', 'film_producer', 'comedian', 'impressionist', 'voice_actor']",,gb,25000000,True,58.0,1.79
josh peck,male,1986-11-10,12589,3404,"['actor', 'comedian', 'voice_actor']",,us,9000000,True,37.0,1.83
omari hardwick,male,1974-01-09,12590,3405,['actor'],,us,5000000,True,50.0,1.79
mary kay place,female,1947-09-23,12591,3406,"['singer', 'actor', 'screenwriter', 'television_director', 'voice_actor']",,us,8000000,True,76.0,1.55
rachel weisz,female,1970-03-07,12592,3407,"['actor', 'fashion_model', 'voice_actor']",,us,36000000,True,54.0,1.7
maisie williams,female,1997-04-15,12593,3414,['actor'],,gb,6000000,True,26.0,1.52
anna deavere smith,,,12594,3419,,,,4000000,,,
annasophia robb,female,1993-12-08,12595,3420,"['actor', 'singer', 'model']",,us,8000000,True,30.0,1.52
joshua leonard,male,1975-06-17,12596,3421,"['actor', 'film_director']",,us,2000000,True,48.0,1.8
nick robinson,male,1995-03-22,12597,3422,['actor'],,us,3000000,True,28.0,1.83
dominic west,male,1969-10-15,12598,3424,"['actor', 'voice_actor', 'television_director']",,gb,14000000,True,54.0,1.83
kristy swanson,female,1969-12-19,12599,3425,['actor'],,us,5000000,True,54.0,1.68
michaela watkins,female,1971-12-14,12600,3430,['actor'],,us,3000000,True,52.0,
peter stormare,male,1953-08-27,12601,3439,"['actor', 'theatre_director', 'playwright', 'musician', 'voice_actor', 'film_producer', 'television_producer']",,se,5000000,True,70.0,1.89
michael pitt,male,1981-04-10,12602,3445,"['actor', 'musician', 'model', 'film_producer']",,us,6000000,True,42.0,1.8
mike vogel,male,1979-07-17,12603,3449,"['actor', 'pilot', 'model']",,us,1000000,True,44.0,1.78
vincent kartheiser,male,1979-05-05,12604,3450,"['actor', 'voice_actor']",,us,6000000,True,44.0,1.8
tom bergeron,male,1955-05-06,12605,3454,"['presenter', 'television_producer', 'actor']",,us,16000000,True,68.0,1.75
sally kirkland,female,1941-10-31,12606,3455,"['actor', 'film_producer', 'minister']",,us,5500000,True,82.0,1.77
malcolm mcdowell,male,1943-06-13,12607,3457,"['actor', 'voice_actor', 'salesperson', 'waiting_staff', 'presenter', 'film_producer']",,gb,50000000,True,80.0,1.74
lucy hale,female,1989-06-14,12608,3459,"['actor', 'singer', 'model']",,us,6000000,True,34.0,1.57
samira wiley,female,1987-04-15,12609,3460,['actor'],,us,3000000,True,36.0,
sigourney weaver,female,1949-10-08,12610,3462,"['actor', 'voice_actor']",,us,60000000,True,74.0,1.82
woody harrelson,male,1961-07-23,12611,3470,"['actor', 'businessperson', 'television_producer']",,us,70000000,True,62.0,1.78
kevin james,male,1965-04-26,12612,3473,"['actor', 'comedian', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor']",,us,100000000,True,58.0,1.73
david hasselhoff,male,1952-07-17,12613,3479,"['singer', 'businessperson', 'actor', 'film_producer', 'television_producer']",,us,10000000,True,71.0,1.93
toby kebbell,male,1982-07-09,12614,3486,['actor'],,gb,6000000,True,41.0,1.88
naomie harris,female,1976-09-06,12615,3487,['actor'],,gb,4000000,True,47.0,1.73
virginia madsen,female,1961-09-11,12616,3489,"['actor', 'film_producer', 'presenter', 'businessperson', 'voice_actor']",,us,8000000,True,62.0,1.65
mylene farmer,female,1961-09-12,12617,3490,"['singer', 'actor', 'songwriter']",,ca,50000000,True,62.0,1.67
thora birch,female,1982-03-11,12618,3494,"['actor', 'voice_actor', 'film_director', 'film_producer']",,us,8000000,True,42.0,1.63
zoey deutch,female,1994-11-10,12619,3497,['actor'],,us,4000000,True,29.0,1.63
zoe kravitz,female,1988-12-01,12620,3498,"['actor', 'singer', 'model']",,us,8000000,True,35.0,1.57
leslie mann,female,1972-03-26,12621,3504,"['actor', 'voice_actor']",,us,150000000,True,51.0,1.69
william hurt,male,1950-03-20,12622,3505,"['actor', 'voice_actor']",,us,18000000,True,74.0,1.88
eddie kaye thomas,male,1980-10-31,12623,3507,"['actor', 'voice_actor']",,us,7000000,True,43.0,1.83
timothy spall,male,1957-02-27,12624,3508,"['actor', 'presenter', 'voice_actor']",,gb,4000000,True,67.0,1.7
patricia clarkson,female,1959-12-29,12625,3512,"['actor', 'voice_actor']",,us,3000000,True,64.0,1.64
rooney mara,female,1985-04-17,12626,3513,['actor'],,us,16000000,True,38.0,1.6
alex pettyfer,male,1990-04-10,12627,3516,"['model', 'actor']",,gb,3500000,True,33.0,1.81
sharon leal,female,1972-10-17,12628,3517,"['actor', 'singer']",,us,4000000,True,51.0,1.72
stassi schroeder,,,12629,3519,,,,2000000,,,
jeff schroeder,male,1974-02-04,12630,3519,"['musician', 'guitarist', 'singer']",,us,5000000,True,50.0,
john mcafee,male,1945-09-18,12631,3524,"['programmer', 'businessperson']",,us,4000000,True,78.0,
john krasinski,male,1979-10-20,12632,3525,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",,us,80000000,True,44.0,1.91
embeth davidtz,female,1965-08-11,12633,3526,['actor'],,us,5000000,True,58.0,1.73
rose byrne,female,1979-07-24,12634,3530,['actor'],,au,16000000,True,44.0,1.68
ruth wilson,female,1982-01-13,12635,3537,['actor'],,gb,7000000,True,42.0,
peter sarsgaard,male,1971-03-07,12636,3539,['actor'],,us,20000000,True,53.0,1.83
toni collette,female,1972-11-01,12637,3541,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",,au,18000000,True,51.0,1.73
elizabeth gillies,female,1993-07-26,12638,3546,"['actor', 'singer', 'dancer']",,us,4000000,True,30.0,1.7
eric winter,male,1976-07-17,12639,3549,"['actor', 'model']",,us,14000000,True,47.0,1.85
peter stormare,male,1953-08-27,12640,3552,"['actor', 'theatre_director', 'playwright', 'musician', 'voice_actor', 'film_producer', 'television_producer']",,se,5000000,True,70.0,1.89
eugenio derbez,male,1961-09-02,12641,3553,"['actor', 'television_producer', 'screenwriter', 'comedian', 'television_director', 'voice_actor']",,mx,30000000,True,62.0,
keanu reeves,male,1964-09-02,12642,3554,"['actor', 'voice_actor']",,ca,360000000,True,59.0,1.86
theo james,male,1984-12-16,12643,3557,"['actor', 'singer', 'guitarist']",,gb,4000000,True,39.0,1.85
steve austin,male,1964-12-18,12644,3559,"['wrestler', 'actor', 'film_producer', 'television_producer']",,us,30000000,True,59.0,1.88
bill maher,male,1956-01-20,12645,3561,"['comedian', 'actor', 'film_producer', 'screenwriter', 'author', 'commentator', 'television_producer', 'presenter']",,us,140000000,True,68.0,1.73
charlotte rampling,female,1946-02-05,12646,3566,"['actor', 'model']",,gb,15000000,True,78.0,1.7
stanley tucci,male,1960-11-11,12647,3569,"['actor', 'screenwriter', 'television_producer', 'film_producer', 'film_director', 'writer', 'voice_actor']",,us,25000000,True,63.0,1.72
frankie muniz,male,1985-12-05,12648,3570,"['actor', 'film_producer', 'race_car_driver', 'musician', 'voice_actor', 'drummer', 'screenwriter', 'television_producer']",,us,30000000,True,38.0,1.65
rodrigo de la serna,male,1976-04-18,12649,3571,['actor'],,ar,4000000,True,47.0,
monica keena,female,1979-05-25,12650,3575,['actor'],,us,500000,True,44.0,1.55
rashida jones,female,1976-02-25,12651,3577,"['actor', 'screenwriter', 'author', 'singer', 'film_producer', 'voice_actor']",,us,25000000,True,48.0,1.63
ian mcshane,male,1942-09-29,12652,3581,"['actor', 'voice_actor', 'television_director', 'television_producer']",,gb,10000000,True,81.0,1.75
josh brolin,male,1968-02-12,12653,3584,"['actor', 'stock_trader', 'film_producer']",,us,45000000,True,56.0,1.79
joey lawrence,male,1976-04-20,12654,3585,"['actor', 'presenter', 'television_producer', 'voice_actor', 'record_producer', 'singer-songwriter']",,us,250000,True,47.0,1.73
meryl streep,female,1949-06-22,12655,3587,"['actor', 'voice_actor', 'spokesperson']",,us,160000000,True,74.0,1.68
michelle pfeiffer,female,1958-04-29,12656,3588,['actor'],,us,250000000,True,65.0,1.71
marie avgeropoulos,female,1986-06-17,12657,3590,"['actor', 'stunt_performer']",,ca,2000000,True,37.0,
rachel weisz,female,1970-03-07,12658,3592,"['actor', 'fashion_model', 'voice_actor']",,us,36000000,True,54.0,1.7
kevin heffernan,male,1968-05-25,12659,3593,"['comedian', 'film_director', 'actor', 'film_editor', 'film_producer', 'screenwriter', 'lawyer']",,us,1000000,True,55.0,
mae whitman,female,1988-06-09,12660,3595,"['actor', 'voice_actor', 'singer', 'voice_acting_in_japan']",,us,1000000,True,35.0,1.55
robin wright,female,1966-04-08,12661,3598,"['actor', 'model', 'spokesperson', 'businessperson', 'singer', 'film_producer']",,us,65000000,True,57.0,1.68
yvette nicole brown,female,1971-08-12,12662,3605,"['actor', 'comedian', 'voice_actor', 'singer']",,us,4000000,True,52.0,
salman khan,male,1965-12-27,12663,3606,"['actor', 'presenter', 'film_producer', 'model', 'philanthropist']",,in,260000000,True,58.0,1.7
will ferrell,male,1967-07-16,12664,3607,"['actor', 'film_producer', 'screenwriter', 'comedian', 'television_producer', 'impressionist', 'voice_actor', 'singer']",,us,160000000,True,56.0,1.91
toni collette,female,1972-11-01,12665,3608,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",,au,18000000,True,51.0,1.73
kate mara,female,1983-02-27,12666,3611,['actor'],,us,14000000,True,41.0,1.6
tyler hoechlin,male,1987-09-11,12667,3612,['actor'],,us,4000000,True,36.0,1.83
sienna miller,female,1981-12-28,12668,3613,"['actor', 'model', 'fashion_designer']",,us,18000000,True,42.0,1.65
maika monroe,female,1993-05-29,12669,3614,['actor'],,us,1000000,True,30.0,
steve coogan,male,1965-10-14,12670,3615,"['actor', 'television_producer', 'screenwriter', 'film_producer', 'comedian', 'impressionist', 'voice_actor']",,gb,25000000,True,58.0,1.79
woody harrelson,male,1961-07-23,12671,3617,"['actor', 'businessperson', 'television_producer']",,us,70000000,True,62.0,1.78
common,male,1972-03-13,12672,3618,"['actor', 'rapper', 'author', 'model', 'poet', 'musician', 'writer', 'voice_actor']",,us,45000000,True,52.0,1.84
michelle williams (destiny's child),female,1979-07-23,12673,3620,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']",,us,10000000,True,44.0,1.75
michelle williams,female,1980-09-09,12674,3620,['actor'],,us,30000000,True,43.0,1.63
lindy booth,female,1979-04-02,12675,3623,['actor'],,ca,3000000,True,44.0,1.7
woody harrelson,male,1961-07-23,12676,3627,"['actor', 'businessperson', 'television_producer']",,us,70000000,True,62.0,1.78
nat faxon,male,1975,12677,3628,"['actor', 'screenwriter', 'comedian', 'voice_actor']",,us,6000000,,,
zendaya coleman,female,1996-09-01,12678,3629,"['actor', 'singer', 'dancer']",,us,15000000,True,27.0,1.78
temuera morrison,male,1960-01-26,12679,3630,"['actor', 'voice_actor']",,nz,1500000,True,64.0,1.71
ron livingston,male,1967-06-05,12680,3635,"['actor', 'voice_actor']",,us,5000000,True,56.0,1.79
bjorn borg,male,1956-06-06,12681,3636,['tennis_player'],,se,40000000,True,67.0,1.8
patrick fugit,male,1982-10-27,12682,3637,['actor'],,us,500000,True,41.0,1.83
julia roberts,female,1967-10-28,12683,3638,"['film_producer', 'actor', 'voice_actor', 'television_producer']",,us,250000000,True,56.0,1.75
robert altman,male,1925-02-20,12684,3640,"['film_director', 'film_producer', 'screenwriter', 'writer', 'television_director', 'television_producer', 'actor', 'film_editor']",2006-11-20,us,60000000,False,81.0,1.83
tony shalhoub,male,1953-10-09,12685,3643,"['actor', 'television_producer', 'film_producer', 'voice_actor']",,us,30000000,True,70.0,1.77
taron egerton,,,12686,3645,,,,6000000,,,
john abraham,male,1972-12-17,12687,3647,"['actor', 'model', 'film_producer']",,in,26200000,True,51.0,1.82
jessica walter,female,1941-01-31,12688,3648,"['actor', 'voice_actor']",,us,4000000,True,83.0,1.73
maggie gyllenhaal,female,1977-11-16,12689,3650,['actor'],,us,15000000,True,46.0,1.75
jeanne tripplehorn,female,1963-06-10,12690,3651,['actor'],,us,8000000,True,60.0,1.7
iliza shlesinger,female,1983-02-22,12691,3652,"['stand-up_comedian', 'comedian']",,us,7000000,True,41.0,1.73
john krasinski,male,1979-10-20,12692,3655,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']",,us,80000000,True,44.0,1.91
timothee chalamet,,,12693,3660,,,,6000000,,,
olivia thirlby,female,1986-10-06,12694,3661,"['actor', 'voice_actor']",,us,2000000,True,37.0,1.63
jackie chan,male,1954-04-07,12695,3664,"['actor', 'film_producer', 'film_director', 'stunt_performer', 'screenwriter', 'martial_artist', 'singer', 'television_producer', 'entrepreneur', 'comedian']",,hk,400000000,True,69.0,1.74
nick robinson,male,1995-03-22,12696,3665,['actor'],,us,3000000,True,28.0,1.83
lea seydoux,female,1985-07-01,12697,3668,"['actor', 'model']",,fr,5000000,True,38.0,1.68
lucy hale,female,1989-06-14,12698,3670,"['actor', 'singer', 'model']",,us,6000000,True,34.0,1.57
matt mccoy,male,1958-05-20,12699,3671,['actor'],,us,400000,True,65.0,1.85
vidya balan,female,1978-01-01,12700,3672,"['actor', 'model']",,in,15000000,True,46.0,1.63
rana daggubati,male,1984-12-14,12701,3677,"['film_producer', 'actor']",,in,6000000,True,39.0,1.91
monica bellucci,female,1964-09-30,12702,3678,"['actor', 'fashion_model']",,it,45000000,True,59.0,1.71
rana daggubati,male,1984-12-14,12703,3682,"['film_producer', 'actor']",,in,6000000,True,39.0,1.91
lea seydoux,female,1985-07-01,12704,3683,"['actor', 'model']",,fr,5000000,True,38.0,1.68
johnny depp,male,1963-06-09,12705,3685,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",,us,150000000,True,60.0,1.78
peyton list,female,1998-04-06,12706,3686,"['actor', 'model']",,us,7000000,True,25.0,1.7
kristen stewart,female,1990-04-09,12707,3687,['actor'],,us,70000000,True,33.0,1.65
zac efron,male,1987-10-18,12708,3696,"['actor', 'singer', 'voice_actor']",,us,25000000,True,36.0,1.73
william friedkin,male,1935-08-29,12709,3697,"['film_director', 'screenwriter', 'film_producer', 'television_director']",,us,70000000,True,88.0,1.83
michael pena,male,1976-01-13,12710,3699,"['actor', 'musician', 'voice_actor']",,us,12000000,True,48.0,1.7
shawn wayans,male,1971-01-19,12711,3700,"['comedian', 'actor', 'film_producer', 'writer', 'disc_jockey', 'screenwriter', 'television_producer']",,us,30000000,True,53.0,1.87
tilda swinton,female,1960-11-05,12712,3701,"['actor', 'film_producer', 'model', 'voice_actor', 'screenwriter']",,gb,10000000,True,63.0,1.79
ranveer singh,male,1985-07-06,12713,3703,['actor'],,in,20000000,True,38.0,1.78
saoirse ronan,female,1994-04-12,12714,3704,['actor'],,us,7000000,True,29.0,1.68
edward norton,male,1969-08-18,12715,3706,"['film_producer', 'actor', 'film_director', 'screenwriter', 'voice_actor', 'environmentalist', 'journalist']",,us,300000000,True,54.0,1.83
ethan hawke,male,1970-11-06,12716,3707,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']",,us,55000000,True,53.0,1.79
johnny simmons,male,1986-11-28,12717,3709,['actor'],,us,1000000,True,37.0,1.78
james badge dale,male,1978-05-01,12718,3710,['actor'],,us,1500000,True,45.0,1.8
justin chambers,male,1970-07-11,12719,3712,"['actor', 'model']",,us,18000000,True,53.0,1.8
samara weaving,,,12720,3714,,,,3000000,,,
chris hemsworth,male,1983-08-11,12721,3716,['actor'],,au,130000000,True,40.0,1.9
sullivan stapleton,male,1977-06-14,12722,3719,['actor'],,au,3000000,True,46.0,1.85
diego klattenhoff,male,1979,12723,3720,['actor'],,ca,2000000,,,
sanjay dutt,male,1959-07-29,12724,3721,"['actor', 'politician', 'film_producer', 'comedian', 'presenter']",,in,30000000,True,64.0,1.82
richard kinder,male,1944-10-19,12725,3722,"['businessperson', 'lawyer', 'politician']",,us,11000000000,True,79.0,
richard kind,male,1956-11-22,12726,3722,"['actor', 'voice_actor']",,us,4000000,True,67.0,1.85
rajinikanth,male,1950-12-12,12727,3723,"['actor', 'screenwriter', 'film_producer', 'playback_singer']",,in,50000000,True,73.0,1.75
robert sheehan,male,1988-01-07,12728,3724,"['actor', 'voice_actor']",,ie,2000000,True,36.0,1.83
rick baker,male,1950-12-08,12729,3728,"['actor', 'film_producer', 'makeup_artist']",,us,3000000,True,73.0,
helen hunt,female,1963-06-15,12730,3732,"['actor', 'television_director', 'television_producer', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']",,us,75000000,True,60.0,1.73
vince colosimo,male,1966-11-11,12731,3733,['actor'],,au,300000,True,57.0,1.85
carla gugino,female,1971-08-29,12732,3735,"['actor', 'voice_actor', 'fashion_model', 'film_producer']",,us,14000000,True,52.0,1.65
reese witherspoon,female,1976-03-22,12733,3736,"['actor', 'film_producer', 'businessperson', 'voice_actor']",,us,200000000,True,47.0,1.56
ryan reynolds,male,1976-10-23,12734,3738,"['actor', 'voice_actor', 'film_producer']",,ca,150000000,True,47.0,1.88
kyle maclachlan,male,1959-02-22,12735,3741,"['actor', 'voice_actor']",,us,3000000,True,65.0,1.83
michael imperioli,male,1966-03-26,12736,3742,"['actor', 'singer', 'guitarist', 'screenwriter', 'film_producer']",,us,20000000,True,57.0,1.73
morgan freeman,male,1937-06-01,12737,3747,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']",,us,250000000,True,86.0,1.88
isabelle adjani,female,1955-06-27,12738,3750,"['actor', 'singer']",,fr,40000000,True,68.0,1.63
penelope ann miller,female,1964-01-13,12739,3751,['actor'],,us,4000000,True,60.0,1.7
steve martin,male,1945-08-14,12740,3756,"['comedian', 'screenwriter', 'actor', 'playwright', 'film_producer', 'television_producer', 'author', 'musician']",,us,140000000,True,78.0,1.83
