name,gender,birthday,actorID,age,height,death,nationality,net_worth,is_alive,id,occupation
jeff schroeder,male,1974-02-04,12630,50.0,,,us,5000000,True,3519,"['musician', 'guitarist', 'singer']"
john mcafee,male,1945-09-18,12631,78.0,,,us,4000000,True,3524,"['programmer', 'businessperson']"
john krasinski,male,1979-10-20,12632,44.0,1.91,,us,80000000,True,3525,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']"
embeth davidtz,female,1965-08-11,12633,58.0,1.73,,us,5000000,True,3526,['actor']
rose byrne,female,1979-07-24,12634,44.0,1.68,,au,16000000,True,3530,['actor']
ruth wilson,female,1982-01-13,12635,42.0,,,gb,7000000,True,3537,['actor']
peter sarsgaard,male,1971-03-07,12636,53.0,1.83,,us,20000000,True,3539,['actor']
toni collette,female,1972-11-01,12637,51.0,1.73,,au,18000000,True,3541,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']"
elizabeth gillies,female,1993-07-26,12638,30.0,1.7,,us,4000000,True,3546,"['actor', 'singer', 'dancer']"
eric winter,male,1976-07-17,12639,47.0,1.85,,us,14000000,True,3549,"['actor', 'model']"
peter stormare,male,1953-08-27,12640,70.0,1.89,,se,5000000,True,3552,"['actor', 'theatre_director', 'playwright', 'musician', 'voice_actor', 'film_producer', 'television_producer']"
eugenio derbez,male,1961-09-02,12641,62.0,,,mx,30000000,True,3553,"['actor', 'television_producer', 'screenwriter', 'comedian', 'television_director', 'voice_actor']"
keanu reeves,male,1964-09-02,12642,59.0,1.86,,ca,360000000,True,3554,"['actor', 'voice_actor']"
theo james,male,1984-12-16,12643,39.0,1.85,,gb,4000000,True,3557,"['actor', 'singer', 'guitarist']"
steve austin,male,1964-12-18,12644,59.0,1.88,,us,30000000,True,3559,"['wrestler', 'actor', 'film_producer', 'television_producer']"
bill maher,male,1956-01-20,12645,68.0,1.73,,us,140000000,True,3561,"['comedian', 'actor', 'film_producer', 'screenwriter', 'author', 'commentator', 'television_producer', 'presenter']"
charlotte rampling,female,1946-02-05,12646,78.0,1.7,,gb,15000000,True,3566,"['actor', 'model']"
stanley tucci,male,1960-11-11,12647,63.0,1.72,,us,25000000,True,3569,"['actor', 'screenwriter', 'television_producer', 'film_producer', 'film_director', 'writer', 'voice_actor']"
frankie muniz,male,1985-12-05,12648,38.0,1.65,,us,30000000,True,3570,"['actor', 'film_producer', 'race_car_driver', 'musician', 'voice_actor', 'drummer', 'screenwriter', 'television_producer']"
rodrigo de la serna,male,1976-04-18,12649,47.0,,,ar,4000000,True,3571,['actor']
monica keena,female,1979-05-25,12650,44.0,1.55,,us,500000,True,3575,['actor']
rashida jones,female,1976-02-25,12651,48.0,1.63,,us,25000000,True,3577,"['actor', 'screenwriter', 'author', 'singer', 'film_producer', 'voice_actor']"
ian mcshane,male,1942-09-29,12652,81.0,1.75,,gb,10000000,True,3581,"['actor', 'voice_actor', 'television_director', 'television_producer']"
josh brolin,male,1968-02-12,12653,56.0,1.79,,us,45000000,True,3584,"['actor', 'stock_trader', 'film_producer']"
joey lawrence,male,1976-04-20,12654,47.0,1.73,,us,250000,True,3585,"['actor', 'presenter', 'television_producer', 'voice_actor', 'record_producer', 'singer-songwriter']"
meryl streep,female,1949-06-22,12655,74.0,1.68,,us,160000000,True,3587,"['actor', 'voice_actor', 'spokesperson']"
michelle pfeiffer,female,1958-04-29,12656,65.0,1.71,,us,250000000,True,3588,['actor']
marie avgeropoulos,female,1986-06-17,12657,37.0,,,ca,2000000,True,3590,"['actor', 'stunt_performer']"
rachel weisz,female,1970-03-07,12658,54.0,1.7,,us,36000000,True,3592,"['actor', 'fashion_model', 'voice_actor']"
kevin heffernan,male,1968-05-25,12659,55.0,,,us,1000000,True,3593,"['comedian', 'film_director', 'actor', 'film_editor', 'film_producer', 'screenwriter', 'lawyer']"
mae whitman,female,1988-06-09,12660,35.0,1.55,,us,1000000,True,3595,"['actor', 'voice_actor', 'singer', 'voice_acting_in_japan']"
robin wright,female,1966-04-08,12661,57.0,1.68,,us,65000000,True,3598,"['actor', 'model', 'spokesperson', 'businessperson', 'singer', 'film_producer']"
yvette nicole brown,female,1971-08-12,12662,52.0,,,us,4000000,True,3605,"['actor', 'comedian', 'voice_actor', 'singer']"
salman khan,male,1965-12-27,12663,58.0,1.7,,in,260000000,True,3606,"['actor', 'presenter', 'film_producer', 'model', 'philanthropist']"
will ferrell,male,1967-07-16,12664,56.0,1.91,,us,160000000,True,3607,"['actor', 'film_producer', 'screenwriter', 'comedian', 'television_producer', 'impressionist', 'voice_actor', 'singer']"
toni collette,female,1972-11-01,12665,51.0,1.73,,au,18000000,True,3608,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']"
kate mara,female,1983-02-27,12666,41.0,1.6,,us,14000000,True,3611,['actor']
tyler hoechlin,male,1987-09-11,12667,36.0,1.83,,us,4000000,True,3612,['actor']
sienna miller,female,1981-12-28,12668,42.0,1.65,,us,18000000,True,3613,"['actor', 'model', 'fashion_designer']"
maika monroe,female,1993-05-29,12669,30.0,,,us,1000000,True,3614,['actor']
steve coogan,male,1965-10-14,12670,58.0,1.79,,gb,25000000,True,3615,"['actor', 'television_producer', 'screenwriter', 'film_producer', 'comedian', 'impressionist', 'voice_actor']"
woody harrelson,male,1961-07-23,12671,62.0,1.78,,us,70000000,True,3617,"['actor', 'businessperson', 'television_producer']"
common,male,1972-03-13,12672,52.0,1.84,,us,45000000,True,3618,"['actor', 'rapper', 'author', 'model', 'poet', 'musician', 'writer', 'voice_actor']"
michelle williams (destiny's child),female,1979-07-23,12673,44.0,1.75,,us,10000000,True,3620,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']"
michelle williams,female,1980-09-09,12674,43.0,1.63,,us,30000000,True,3620,['actor']
lindy booth,female,1979-04-02,12675,44.0,1.7,,ca,3000000,True,3623,['actor']
woody harrelson,male,1961-07-23,12676,62.0,1.78,,us,70000000,True,3627,"['actor', 'businessperson', 'television_producer']"
nat faxon,male,1975,12677,,,,us,6000000,,3628,"['actor', 'screenwriter', 'comedian', 'voice_actor']"
zendaya coleman,female,1996-09-01,12678,27.0,1.78,,us,15000000,True,3629,"['actor', 'singer', 'dancer']"
temuera morrison,male,1960-01-26,12679,64.0,1.71,,nz,1500000,True,3630,"['actor', 'voice_actor']"
ron livingston,male,1967-06-05,12680,56.0,1.79,,us,5000000,True,3635,"['actor', 'voice_actor']"
bjorn borg,male,1956-06-06,12681,67.0,1.8,,se,40000000,True,3636,['tennis_player']
patrick fugit,male,1982-10-27,12682,41.0,1.83,,us,500000,True,3637,['actor']
julia roberts,female,1967-10-28,12683,56.0,1.75,,us,250000000,True,3638,"['film_producer', 'actor', 'voice_actor', 'television_producer']"
robert altman,male,1925-02-20,12684,81.0,1.83,2006-11-20,us,60000000,False,3640,"['film_director', 'film_producer', 'screenwriter', 'writer', 'television_director', 'television_producer', 'actor', 'film_editor']"
tony shalhoub,male,1953-10-09,12685,70.0,1.77,,us,30000000,True,3643,"['actor', 'television_producer', 'film_producer', 'voice_actor']"
taron egerton,,,12686,,,,,6000000,,3645,
john abraham,male,1972-12-17,12687,51.0,1.82,,in,26200000,True,3647,"['actor', 'model', 'film_producer']"
jessica walter,female,1941-01-31,12688,83.0,1.73,,us,4000000,True,3648,"['actor', 'voice_actor']"
maggie gyllenhaal,female,1977-11-16,12689,46.0,1.75,,us,15000000,True,3650,['actor']
jeanne tripplehorn,female,1963-06-10,12690,60.0,1.7,,us,8000000,True,3651,['actor']
iliza shlesinger,female,1983-02-22,12691,41.0,1.73,,us,7000000,True,3652,"['stand-up_comedian', 'comedian']"
john krasinski,male,1979-10-20,12692,44.0,1.91,,us,80000000,True,3655,"['actor', 'television_producer', 'television_director', 'voice_actor', 'film_producer', 'film_director', 'screenwriter']"
timothee chalamet,,,12693,,,,,6000000,,3660,
olivia thirlby,female,1986-10-06,12694,37.0,1.63,,us,2000000,True,3661,"['actor', 'voice_actor']"
jackie chan,male,1954-04-07,12695,69.0,1.74,,hk,400000000,True,3664,"['actor', 'film_producer', 'film_director', 'stunt_performer', 'screenwriter', 'martial_artist', 'singer', 'television_producer', 'entrepreneur', 'comedian']"
nick robinson,male,1995-03-22,12696,28.0,1.83,,us,3000000,True,3665,['actor']
lea seydoux,female,1985-07-01,12697,38.0,1.68,,fr,5000000,True,3668,"['actor', 'model']"
lucy hale,female,1989-06-14,12698,34.0,1.57,,us,6000000,True,3670,"['actor', 'singer', 'model']"
matt mccoy,male,1958-05-20,12699,65.0,1.85,,us,400000,True,3671,['actor']
vidya balan,female,1978-01-01,12700,46.0,1.63,,in,15000000,True,3672,"['actor', 'model']"
rana daggubati,male,1984-12-14,12701,39.0,1.91,,in,6000000,True,3677,"['film_producer', 'actor']"
monica bellucci,female,1964-09-30,12702,59.0,1.71,,it,45000000,True,3678,"['actor', 'fashion_model']"
rana daggubati,male,1984-12-14,12703,39.0,1.91,,in,6000000,True,3682,"['film_producer', 'actor']"
lea seydoux,female,1985-07-01,12704,38.0,1.68,,fr,5000000,True,3683,"['actor', 'model']"
johnny depp,male,1963-06-09,12705,60.0,1.78,,us,150000000,True,3685,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']"
peyton list,female,1998-04-06,12706,25.0,1.7,,us,7000000,True,3686,"['actor', 'model']"
kristen stewart,female,1990-04-09,12707,33.0,1.65,,us,70000000,True,3687,['actor']
zac efron,male,1987-10-18,12708,36.0,1.73,,us,25000000,True,3696,"['actor', 'singer', 'voice_actor']"
william friedkin,male,1935-08-29,12709,88.0,1.83,,us,70000000,True,3697,"['film_director', 'screenwriter', 'film_producer', 'television_director']"
michael pena,male,1976-01-13,12710,48.0,1.7,,us,12000000,True,3699,"['actor', 'musician', 'voice_actor']"
shawn wayans,male,1971-01-19,12711,53.0,1.87,,us,30000000,True,3700,"['comedian', 'actor', 'film_producer', 'writer', 'disc_jockey', 'screenwriter', 'television_producer']"
tilda swinton,female,1960-11-05,12712,63.0,1.79,,gb,10000000,True,3701,"['actor', 'film_producer', 'model', 'voice_actor', 'screenwriter']"
ranveer singh,male,1985-07-06,12713,38.0,1.78,,in,20000000,True,3703,['actor']
saoirse ronan,female,1994-04-12,12714,29.0,1.68,,us,7000000,True,3704,['actor']
edward norton,male,1969-08-18,12715,54.0,1.83,,us,300000000,True,3706,"['film_producer', 'actor', 'film_director', 'screenwriter', 'voice_actor', 'environmentalist', 'journalist']"
ethan hawke,male,1970-11-06,12716,53.0,1.79,,us,55000000,True,3707,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']"
johnny simmons,male,1986-11-28,12717,37.0,1.78,,us,1000000,True,3709,['actor']
james badge dale,male,1978-05-01,12718,45.0,1.8,,us,1500000,True,3710,['actor']
justin chambers,male,1970-07-11,12719,53.0,1.8,,us,18000000,True,3712,"['actor', 'model']"
samara weaving,,,12720,,,,,3000000,,3714,
chris hemsworth,male,1983-08-11,12721,40.0,1.9,,au,130000000,True,3716,['actor']
sullivan stapleton,male,1977-06-14,12722,46.0,1.85,,au,3000000,True,3719,['actor']
diego klattenhoff,male,1979,12723,,,,ca,2000000,,3720,['actor']
sanjay dutt,male,1959-07-29,12724,64.0,1.82,,in,30000000,True,3721,"['actor', 'politician', 'film_producer', 'comedian', 'presenter']"
richard kinder,male,1944-10-19,12725,79.0,,,us,11000000000,True,3722,"['businessperson', 'lawyer', 'politician']"
richard kind,male,1956-11-22,12726,67.0,1.85,,us,4000000,True,3722,"['actor', 'voice_actor']"
rajinikanth,male,1950-12-12,12727,73.0,1.75,,in,50000000,True,3723,"['actor', 'screenwriter', 'film_producer', 'playback_singer']"
robert sheehan,male,1988-01-07,12728,36.0,1.83,,ie,2000000,True,3724,"['actor', 'voice_actor']"
rick baker,male,1950-12-08,12729,73.0,,,us,3000000,True,3728,"['actor', 'film_producer', 'makeup_artist']"
helen hunt,female,1963-06-15,12730,60.0,1.73,,us,75000000,True,3732,"['actor', 'television_director', 'television_producer', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']"
vince colosimo,male,1966-11-11,12731,57.0,1.85,,au,300000,True,3733,['actor']
carla gugino,female,1971-08-29,12732,52.0,1.65,,us,14000000,True,3735,"['actor', 'voice_actor', 'fashion_model', 'film_producer']"
reese witherspoon,female,1976-03-22,12733,47.0,1.56,,us,200000000,True,3736,"['actor', 'film_producer', 'businessperson', 'voice_actor']"
ryan reynolds,male,1976-10-23,12734,47.0,1.88,,ca,150000000,True,3738,"['actor', 'voice_actor', 'film_producer']"
kyle maclachlan,male,1959-02-22,12735,65.0,1.83,,us,3000000,True,3741,"['actor', 'voice_actor']"
michael imperioli,male,1966-03-26,12736,57.0,1.73,,us,20000000,True,3742,"['actor', 'singer', 'guitarist', 'screenwriter', 'film_producer']"
morgan freeman,male,1937-06-01,12737,86.0,1.88,,us,250000000,True,3747,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']"
isabelle adjani,female,1955-06-27,12738,68.0,1.63,,fr,40000000,True,3750,"['actor', 'singer']"
penelope ann miller,female,1964-01-13,12739,60.0,1.7,,us,4000000,True,3751,['actor']
steve martin,male,1945-08-14,12740,78.0,1.83,,us,140000000,True,3756,"['comedian', 'screenwriter', 'actor', 'playwright', 'film_producer', 'television_producer', 'author', 'musician']"
deborah secco,female,1979-11-26,12741,44.0,1.64,,br,5000000,True,3757,['actor']
jane fonda,female,1937-12-21,12742,86.0,1.73,,us,200000000,True,3758,"['actor', 'writer', 'model', 'activist', 'television_producer', 'film_producer']"
jeremy renner,male,1971-01-07,12743,53.0,1.78,,us,80000000,True,3759,"['actor', 'musician', 'singer-songwriter', 'film_producer', 'businessperson', 'voice_actor']"
julie andrews,female,1935-10-01,12744,88.0,1.73,,gb,30000000,True,3760,"['singer', 'actor', 'author', 'theatre_director', 'dancer', 'voice_actor']"
morgan freeman,male,1937-06-01,12745,86.0,1.88,,us,250000000,True,3761,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']"
callum blue,male,1977-08-19,12746,46.0,1.83,,gb,5000000,True,3764,"['actor', 'voice_actor']"
evan rachel wood,female,1987-09-07,12747,36.0,1.68,,us,8000000,True,3765,"['singer', 'actor', 'voice_actor', 'fashion_model']"
shailene woodley,female,1991-11-15,12748,32.0,1.73,,us,12000000,True,3766,"['actor', 'model']"
regina hall,female,1970-12-12,12749,53.0,1.63,,us,4000000,True,3768,['actor']
jonathan bennett,male,1981-06-10,12750,42.0,1.88,,us,1000000,True,3772,"['actor', 'film_producer']"
trevor jackson,male,1996-08-30,12751,27.0,1.83,,us,2000000,True,3774,"['actor', 'writer', 'singer', 'dancer']"
orlando bloom,male,1977-01-13,12752,47.0,1.8,,gb,40000000,True,3776,['actor']
radha mitchell,female,1973-11-12,12753,50.0,1.68,,au,4000000,True,3779,"['actor', 'film_producer']"
orlando bloom,male,1977-01-13,12754,47.0,1.8,,gb,40000000,True,3780,['actor']
robin williams,male,1951-07-21,12755,63.0,1.7,2014-08-11,us,50000000,False,3781,"['actor', 'screenwriter', 'voice_actor', 'stand-up_comedian', 'comedian', 'film_producer']"
whoopi goldberg,female,1955-11-13,12756,68.0,1.65,,us,60000000,True,3782,"['actor', 'disc_jockey', 'author', 'singer-songwriter', 'talk_show_host', 'comedian', 'television_producer', 'film_producer', 'screenwriter', 'voice_actor']"
stephen rea,male,1946-10-31,12757,77.0,1.79,,gb,10000000,True,3783,['actor']
rupert everett,male,1959-05-29,12758,64.0,1.93,,gb,20000000,True,3786,"['actor', 'writer', 'voice_actor', 'film_producer', 'model', 'screenwriter', 'film_director']"
steve zahn,male,1967-11-13,12759,56.0,1.71,,us,25000000,True,3790,"['actor', 'comedian', 'voice_actor']"
robert redford,male,1937-08-18,12760,86.0,1.79,,us,200000000,True,3791,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']"
kyler murray,,,12761,,,,,13000000,,3793,
kyle richards,female,1969-01-11,12762,55.0,1.57,,us,100000000,True,3793,"['actor', 'tv_personality']"
kyle mooney,male,1984-09-04,12763,39.0,,,us,3000000,True,3793,['actor']
kyle jacobs,male,1973,12764,,,,,10000000,,3793,['songwriter']
kyle howard,male,1978-04-13,12765,45.0,,,us,2000000,True,3793,"['actor', 'screenwriter']"
kyle shanahan,,,12766,,,,,4000000,,3793,
kyle long,,,12767,,,,,25000000,,3793,
kyle gass,male,1960-07-14,12768,63.0,1.75,,us,3000000,True,3793,"['songwriter', 'singer', 'guitarist', 'actor', 'television_producer', 'film_score_composer', 'screenwriter', 'musician', 'voice_actor']"
kyle singler,male,1988-05-04,12769,35.0,,,us,3000000,True,3793,['basketball_player']
chris kyle,male,1974-04-08,12770,38.0,1.88,2013-02-02,us,2000000,False,3793,"['military_officer', 'sniper']"
skyler gisondo,male,1996-07-22,12771,27.0,,,us,3000000,True,3793,"['actor', 'voice_actor', 'comedian']"
jeremy kyle,male,1965-07-07,12772,58.0,1.75,,gb,5000000,True,3793,"['presenter', 'talk_show_host', 'screenwriter']"
kyle beckerman,male,1982-04-23,12773,41.0,1.78,,us,1000000,True,3793,['football_player']
kyle kuzma,,,12774,,,,,3000000,,3793,
kyle orton,male,1982-11-14,12775,41.0,1.93,,us,14000000,True,3793,['american_football_player']
kyle arrington,male,1986-08-12,12776,37.0,1.78,,us,25000000,True,3793,['american_football_player']
kyle busch,male,1985-05-02,12777,38.0,1.85,,us,80000000,True,3793,['race_car_driver']
kyle newman,male,1976-03-16,12778,48.0,,,us,2000000,True,3793,"['screenwriter', 'actor', 'film_director', 'film_producer', 'film_editor']"
kyle maclachlan,male,1959-02-22,12779,65.0,1.83,,us,3000000,True,3793,"['actor', 'voice_actor']"
kyle lohse,male,1978-10-04,12780,45.0,1.88,,us,38000000,True,3793,['baseball_player']
kyle larson,,,12781,,,,,12000000,,3793,
kyle petty,male,1960-06-02,12782,63.0,,,us,25000000,True,3793,"['race_car_driver', 'commentator', 'presenter', 'actor']"
kyle massey,male,1991-08-28,12783,32.0,1.65,,us,3000000,True,3793,"['actor', 'songwriter', 'guitarist', 'musician', 'singer', 'voice_actor', 'comedian', 'rapper', 'dancer']"
taya kyle,,,12784,,,,,4000000,,3793,
kyle,male,1993-05-18,12785,30.0,,,us,3000000,True,3793,"['musician', 'rapper', 'singer']"
kyle brandt,male,1979-01-24,12786,45.0,,,us,4000000,True,3793,['actor']
kyle cease,male,1977-09-19,12787,46.0,,,us,300000,True,3793,"['comedian', 'actor', 'screenwriter', 'film_producer']"
kyle newacheck,male,1984-01-23,12788,40.0,,,us,8000000,True,3793,"['film_editor', 'actor', 'film_producer', 'film_director', 'comedian', 'screenwriter', 'television_producer', 'television_director']"
kyle lowry,,,12789,,,,,55000000,,3793,
kyle korver,,,12790,,,,,30000000,,3793,
kaitlin olson,female,1975-08-18,12791,48.0,1.73,,us,50000000,True,3795,['actor']
pierce brosnan,male,1953-05-16,12792,70.0,1.88,,ie,200000000,True,3796,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']"
